1,17,13,19,18,12,11,19,19,19,16,21,20,19,18,17,22
1,6,21,9,13,20,27,24,20,9,23,16,19,14,23,15,21
1,20,22,14,17,20,25,20,20,15,19,9,12,18,22,12,15
1,25,19,14,21,19,12,18,12,15,17,22,19,20,13,19,15
1,13,16,14,18,19,22,19,19,13,19,13,19,16,22,15,23
1,14,20,14,19,20,22,17,20,13,19,11,18,20,18,16,19
1,18,20,13,19,19,25,19,19,14,17,9,15,19,20,14,20
1,20,15,19,19,17,12,17,12,17,16,22,21,19,15,18,21
1,10,17,16,15,17,21,21,20,15,21,18,19,16,20,18,16
1,8,11,14,19,12,17,21,20,13,18,19,23,19,21,19,26
1,17,21,15,17,20,26,19,20,13,17,10,15,17,21,14,18
1,23,19,17,20,22,16,18,14,20,15,16,16,17,17,16,14
1,30,21,20,20,22,16,18,11,22,15,19,14,20,12,13,7
1,15,19,13,17,17,21,20,21,13,18,14,16,19,21,14,22
1,24,21,22,18,20,16,18,13,21,19,19,14,17,14,14,10
1,15,18,14,17,16,21,19,17,16,19,16,19,17,18,18,20
1,16,21,13,23,21,19,16,20,14,16,8,14,22,20,15,22
1,16,23,17,17,22,25,22,16,18,19,16,14,14,18,12,11
1,11,11,13,20,13,18,18,21,14,17,15,21,20,21,21,26
1,11,18,10,22,20,23,17,22,10,17,7,18,20,21,18,26
1,9,13,12,21,11,14,17,19,15,14,17,24,20,23,24,27
1,29,21,17,18,19,25,16,19,18,17,8,9,19,19,11,15
1,16,20,15,16,20,23,23,16,16,19,16,16,15,20,13,16
1,9,22,10,14,19,28,25,22,12,23,12,14,15,24,14,17
1,17,19,14,17,16,18,20,19,15,19,15,18,19,17,18,19
1,21,15,22,21,14,7,13,18,19,12,16,20,25,18,16,23
1,19,16,21,17,16,12,19,14,21,16,21,21,17,14,18,18
1,19,17,14,23,15,14,13,22,13,13,8,21,23,20,20,25
1,28,26,22,21,22,16,18,11,23,16,17,11,21,12,10,6
1,22,14,17,23,16,16,15,17,19,14,13,15,19,20,16,24
1,15,18,15,22,17,14,14,19,16,13,14,18,25,19,18,23
1,23,18,18,20,17,12,15,17,20,15,16,16,22,16,15,20
1,13,21,13,17,22,20,19,21,12,19,10,17,20,19,16,21
1,10,16,11,18,15,21,20,20,13,17,18,22,17,25,18,19
1,15,19,11,19,16,21,19,23,13,15,11,19,20,21,17,21
1,7,14,10,21,13,17,18,25,11,18,12,20,21,24,21,28
1,8,19,7,18,17,25,20,23,11,19,8,20,19,22,20,24
1,21,17,19,22,16,12,13,17,19,12,14,19,23,17,18,21
1,21,20,18,17,18,20,20,18,18,20,13,13,16,19,13,16
1,14,16,10,21,14,17,13,26,11,13,8,20,25,24,21,27
1,18,21,12,19,17,23,19,20,15,18,13,15,20,20,14,16
1,30,20,23,21,18,15,16,15,21,16,14,13,22,13,11,12
1,14,16,12,19,16,27,19,20,14,20,10,17,17,22,17,20
1,24,16,22,20,17,5,12,15,20,11,17,19,24,17,16,25
1,19,15,16,20,17,20,17,16,15,17,10,19,22,18,18,21
1,10,17,10,18,16,21,18,21,10,14,12,22,19,24,18,30
1,27,18,17,20,17,14,15,15,19,14,15,16,22,15,17,19
1,29,20,22,26,20,11,11,16,23,9,10,13,25,15,12,18
1,15,16,20,16,14,15,20,15,21,19,23,19,17,17,16,17
1,15,20,12,20,19,27,18,18,15,14,9,17,21,21,13,21
1,20,15,17,21,14,14,14,19,17,15,14,18,22,17,19,24
1,8,15,13,16,12,19,24,18,17,22,24,19,15,17,18,23
1,9,26,6,14,22,32,25,27,7,23,6,13,14,25,12,19
1,19,16,24,17,14,11,21,12,25,19,20,18,18,12,20,14
1,12,14,13,19,15,15,17,20,13,17,14,23,21,21,20,26
1,14,20,19,14,19,21,19,17,17,19,18,16,17,16,17,17
1,15,21,12,16,22,29,22,21,10,20,8,14,17,24,10,19
1,19,19,19,16,18,21,22,15,19,18,17,16,17,18,12,14
1,10,18,10,20,17,21,19,22,10,15,10,20,18,25,19,26
1,10,11,18,19,12,16,20,16,15,16,23,22,18,21,18,25
1,21,17,13,25,20,17,12,21,14,10,4,18,24,23,17,24
1,14,18,11,18,18,21,20,20,12,17,14,18,20,20,16,23
1,26,21,20,21,22,13,16,13,21,14,14,15,22,13,14,15
1,15,20,15,14,20,28,22,21,13,23,13,12,16,20,14,14
1,19,17,19,18,19,15,20,13,19,20,19,18,19,15,15,15
1,29,24,21,26,21,12,9,16,22,8,6,13,28,14,13,18
1,17,18,16,16,17,18,22,16,16,17,18,19,17,17,17,19
1,21,20,18,23,16,14,15,19,20,14,11,16,22,16,17,18
1,23,23,20,19,20,23,18,18,20,17,10,11,19,16,10,13
1,6,14,14,15,14,21,22,19,13,21,17,25,16,20,20,23
1,14,14,17,19,14,15,19,16,16,17,18,22,20,18,19,22
1,9,19,10,17,17,27,22,19,12,18,14,20,17,24,15,20
1,16,12,20,19,11,6,15,17,16,13,20,27,24,18,21,25
1,17,16,17,20,13,10,17,18,16,17,20,20,21,15,19,24
1,21,23,14,18,22,23,19,21,13,20,8,11,17,22,11,17
1,3,9,5,29,10,14,11,29,5,10,5,29,28,28,28,37
1,17,16,16,18,17,21,19,19,12,18,12,19,18,21,17,20
1,18,16,19,26,17,9,13,16,20,11,12,21,24,19,20,19
1,22,21,18,18,15,15,17,17,23,15,16,16,22,13,16,16
1,24,21,21,16,18,12,21,10,23,20,28,17,17,8,18,6
1,11,23,11,13,23,30,23,24,12,21,8,14,15,23,13,16
1,31,28,26,30,28,12,8,13,26,8,2,7,30,13,7,11
1,14,14,23,13,14,13,26,11,25,22,25,22,14,12,20,12
1,16,19,19,10,17,21,25,16,20,27,24,17,11,15,17,6
1,19,18,13,20,17,16,16,18,16,17,16,18,21,16,19,20
1,18,16,17,19,19,22,18,17,15,18,13,18,18,20,16,16
1,9,18,15,13,16,28,23,18,17,20,20,19,13,19,18,14
1,15,20,18,11,21,30,24,19,18,22,20,13,10,19,14,6
1,5,11,7,26,11,16,12,25,8,12,9,26,25,28,24,35
1,14,13,11,26,14,16,11,23,12,9,7,24,27,26,20,27
1,10,12,14,19,14,16,18,19,13,16,16,25,18,23,22,25
1,25,17,20,20,18,9,16,15,22,15,15,18,20,14,19,17
1,8,18,15,11,17,26,24,21,16,22,21,20,11,22,16,12
1,17,20,17,16,17,25,22,15,19,19,16,16,17,18,12,14
1,17,21,14,15,20,22,23,17,16,21,20,16,14,18,13,13
1,7,14,8,23,15,20,17,24,6,14,9,23,24,25,21,30
1,17,18,14,21,16,16,14,18,15,9,12,22,22,21,18,27
1,22,17,21,28,18,10,10,17,20,10,8,17,28,18,16,20
1,10,15,15,15,15,18,19,21,17,19,21,19,16,21,18,21
1,7,13,12,17,15,21,21,19,12,18,15,22,18,24,19,27
1,12,23,11,15,21,29,22,22,12,21,10,15,16,21,15,15
1,19,23,13,21,20,25,17,17,16,16,11,15,21,18,14,14
1,12,16,12,18,15,16,19,20,13,19,16,22,18,19,23,22
1,25,24,18,18,21,22,17,19,19,15,11,10,20,15,12,14
1,21,15,18,22,15,9,13,18,18,13,17,19,25,18,19,20
1,13,17,15,16,14,19,21,19,13,20,18,19,18,20,16,22
1,17,20,15,21,19,15,16,20,16,15,12,15,21,20,15,23
1,20,19,15,22,19,21,14,19,14,13,6,16,23,23,14,22
1,20,20,16,20,17,19,18,16,19,16,13,16,20,15,17,18
1,15,15,20,17,13,13,20,15,19,20,21,22,17,13,21,19
1,14,17,13,20,16,18,19,20,15,17,14,18,19,21,18,21
1,12,10,14,22,9,7,16,20,16,14,20,23,21,21,26,29
1,26,23,20,25,22,12,10,17,19,10,6,14,27,16,13,20
1,30,22,22,26,21,10,10,14,25,8,10,12,24,15,13,18
1,18,20,12,17,21,26,21,23,12,21,8,14,16,24,11,16
1,17,18,16,16,14,23,20,19,18,17,18,14,18,21,13,18
1,22,17,17,20,15,11,15,17,21,12,18,19,21,18,20,17
1,15,20,13,19,18,19,14,25,13,15,8,16,21,22,17,25
1,36,32,33,32,33,10,7,5,34,6,3,3,33,7,3,3
1,12,17,10,19,13,19,19,22,13,17,12,19,20,20,23,25
1,23,19,24,19,20,12,17,12,21,15,17,17,21,12,15,16
1,6,24,5,14,21,30,25,24,8,23,10,17,14,26,15,18
1,13,21,14,13,18,22,26,19,17,21,18,17,13,18,18,12
1,24,19,21,21,21,16,14,16,17,13,11,17,23,16,12,19
1,6,10,17,16,8,14,18,21,17,17,30,21,18,20,20,27
1,13,16,10,28,17,16,11,20,12,11,5,21,28,21,23,28
1,3,14,15,14,15,23,20,21,14,21,23,21,14,21,21,20
1,18,21,16,21,20,21,18,17,17,17,12,15,18,17,15,17
1,10,15,11,19,14,18,19,19,12,17,18,23,19,20,22,24
1,21,17,16,22,17,12,12,17,17,11,12,21,21,18,18,28
1,11,13,8,29,11,12,8,27,7,8,4,27,29,25,26,35
1,6,16,8,19,16,27,19,23,7,18,8,19,20,24,20,30
1,7,16,9,20,16,24,21,24,9,16,10,20,20,26,18,24
1,22,19,18,23,17,17,16,17,19,16,14,15,21,15,16,15
1,21,22,14,22,22,21,15,24,14,14,2,13,22,22,12,20
1,29,24,19,19,21,15,19,12,22,15,17,13,19,13,15,8
1,13,15,18,15,16,22,22,16,16,22,20,21,13,17,19,15
1,13,17,12,19,16,22,18,23,11,18,9,20,21,22,16,23
1,4,13,10,19,13,20,20,23,10,18,15,24,19,25,22,25
1,6,19,11,13,18,27,26,20,12,23,17,18,13,22,16,19
1,19,22,14,18,18,18,17,23,15,15,8,17,21,18,16,21
1,18,19,11,22,16,18,15,21,13,14,10,18,23,19,19,24
1,15,14,15,20,12,13,16,20,16,16,18,20,21,21,18,25
1,13,17,12,19,15,19,18,21,11,17,12,21,22,20,19,24
1,18,14,18,23,14,13,16,18,20,16,16,18,21,18,17,20
1,18,20,17,21,19,17,17,20,14,16,11,14,22,20,13,21
1,22,27,15,18,25,26,19,21,16,18,4,8,19,20,8,14
1,21,20,15,20,20,21,13,19,16,14,8,17,22,18,16,20
1,16,17,17,20,17,22,20,17,15,18,17,14,19,19,13,19
1,23,19,20,20,18,14,16,16,19,14,14,14,22,17,14,20
1,12,15,10,21,14,19,14,26,12,13,8,22,23,26,20,25
1,10,13,16,16,13,17,19,18,15,20,18,23,17,20,23,22
1,15,17,18,20,17,18,19,13,18,15,17,20,20,17,16,20
1,25,24,18,18,22,17,21,13,19,18,17,13,19,14,14,8
1,11,16,12,19,17,25,20,17,12,17,17,21,18,18,18,22
1,25,21,22,17,19,13,21,8,24,18,23,17,20,9,16,7
1,19,21,15,15,19,28,22,22,15,20,9,11,17,22,9,16
1,32,21,23,24,21,8,13,10,24,13,16,14,23,10,15,13
1,2,10,4,27,11,19,14,26,5,13,8,26,25,25,26,39
1,25,24,20,25,21,14,10,16,21,8,5,15,27,15,14,20
1,10,12,9,24,10,17,14,26,11,14,12,21,24,24,23,29
1,19,16,16,22,13,11,15,16,16,13,19,22,22,18,20,22
1,10,14,15,19,13,14,17,20,17,15,18,23,18,21,23,23
1,23,18,20,18,18,14,18,14,19,17,16,18,19,15,16,17
1,16,13,15,23,13,12,12,21,14,15,14,21,24,21,20,26
1,17,14,16,20,15,19,19,17,17,17,17,19,18,20,15,20
