-0.075266	-0.003056	0.175874	-0.017180	0.010791	0.026341	0.070786	0.014156	0.052819	-0.092217	-0.022594	-0.024842	0.008367	0.061475	-0.034460	-0.059894	-0.017211	-0.006924	-0.032814	0.007328	0.012069	0.008524	-0.063025	-0.000714	-0.012583	-0.062167	-0.040601	0.054210	0.046640	-0.003076	-0.008434	-0.044672	0.012447	-0.045502	0.026078	0.018634	0.018256	-0.007095	-0.017975	0.009684	-0.016660	-0.015472	-0.005400	-0.002789	-0.014526	0.011588	0.006998	-0.011391	-0.007084	0.007651
-0.378681	-0.071753	-0.131901	-0.007957	-0.026114	-0.131013	0.041534	0.088516	0.051143	0.015166	0.074864	-0.062522	-0.002404	-0.041716	-0.036871	0.015606	0.001477	0.019137	0.045078	-0.019803	0.017684	-0.035074	-0.020679	-0.040302	-0.016861	0.056899	0.014465	-0.034738	-0.065169	0.044945	0.027883	0.023804	0.087013	-0.000773	-0.008634	0.019195	-0.061751	-0.023319	-0.003862	-0.007834	0.021134	-0.018312	0.014742	-0.008850	-0.001515	-0.005673	0.008074	0.003946	-0.003311	-0.002627
-0.103993	-0.074032	-0.229515	0.026438	-0.007672	0.090364	-0.018008	-0.030213	-0.030958	-0.029044	-0.014414	0.005747	-0.046198	-0.036700	-0.027978	0.004072	0.032032	-0.024226	-0.014941	-0.030045	-0.017175	0.067644	-0.001159	0.025674	0.021547	0.035544	-0.012848	0.017448	0.045120	-0.029921	-0.017897	0.009681	0.013313	-0.020634	0.009297	0.028982	-0.010546	-0.010726	-0.003967	0.012753	0.015086	0.014131	-0.015544	-0.002837	-0.003331	0.000691	-0.001090	0.009079	0.001326	-0.004005
0.064482	-0.083907	0.085593	0.184874	-0.111619	0.023856	-0.105966	0.108809	-0.128579	-0.003092	-0.014911	0.037369	0.086808	-0.024691	-0.143574	0.098965	0.068572	0.138012	-0.071998	-0.056637	0.126587	-0.073479	-0.072406	0.109544	-0.087976	-0.116982	-0.006328	0.021257	-0.045773	-0.055828	-0.055454	-0.078334	0.134405	0.055226	0.119599	-0.008732	0.054780	-0.040184	-0.018783	-0.009230	0.017046	-0.002455	0.000088	0.005142	0.006835	0.001066	-0.004554	-0.004271	0.003110	0.006212
-0.199750	0.012917	-0.070896	-0.050422	-0.069254	-0.043935	0.043864	0.059147	-0.002848	-0.016973	-0.008445	-0.052272	-0.080736	0.016070	-0.031629	0.008663	0.022765	0.012244	0.027491	0.024721	0.036753	0.001261	0.033974	-0.031540	-0.034788	-0.001462	-0.002018	0.061387	-0.074802	0.030021	0.055036	-0.048689	-0.010226	-0.033894	-0.018011	-0.039204	-0.049093	-0.042313	0.003961	-0.017332	0.012616	-0.002749	0.001274	-0.002272	-0.000855	-0.003956	0.006875	-0.007467	0.007294	0.008922
-0.146966	0.013392	-0.130850	-0.077807	-0.002729	-0.121730	-0.006874	-0.011220	-0.019602	-0.031824	-0.058671	-0.044717	0.032466	-0.012450	0.044585	0.024639	-0.003564	0.021587	0.016224	-0.018285	-0.041969	-0.029384	0.047965	0.031769	-0.037062	0.061298	-0.035040	-0.024655	-0.037285	-0.059048	-0.010491	-0.011507	0.004687	0.026080	0.019547	-0.014982	-0.000031	-0.021351	0.073040	-0.014547	0.010932	-0.022736	-0.013671	0.006052	-0.010406	-0.013595	0.005631	-0.006997	-0.003033	-0.002842
-0.093437	-0.013773	-0.197779	-0.041144	-0.057968	-0.019109	0.076838	0.021142	-0.011321	-0.035132	0.098609	0.024630	-0.017047	0.020849	0.055914	0.014196	-0.081882	-0.007276	-0.065832	-0.009114	0.011881	0.012910	-0.011684	0.000558	-0.035060	0.025034	0.061432	-0.015350	-0.078821	-0.011661	-0.022228	-0.009767	-0.025992	-0.013271	0.001417	-0.019498	-0.030863	0.050754	-0.034504	-0.000600	0.016351	0.003781	0.010733	-0.000241	0.007479	0.005093	-0.001157	-0.003989	0.002320	0.002525
-0.004209	-0.048962	0.156460	-0.030883	-0.057226	-0.068146	0.003906	0.078749	-0.019792	-0.076142	0.050231	-0.045803	0.049718	-0.060447	-0.055014	-0.040862	-0.076476	0.015672	0.008849	-0.037209	0.029795	-0.014100	0.030214	0.007031	0.056386	-0.023860	-0.075112	0.021572	-0.012344	0.005551	0.007314	-0.015417	0.010113	-0.002731	0.004756	-0.010823	0.016549	-0.079861	0.057172	-0.021618	0.003079	-0.012566	-0.008200	0.001681	-0.005629	-0.000049	-0.001504	-0.000480	0.006801	0.006092
-0.253351	-0.088954	0.003680	-0.032381	0.053204	-0.000363	0.059957	0.045096	0.151175	0.009395	-0.032880	0.015159	-0.021840	-0.000493	0.113200	0.025135	-0.032799	0.021660	-0.049448	0.033654	0.003142	0.015406	0.013791	-0.053941	-0.046885	0.015930	0.038144	0.034925	-0.009225	0.016731	-0.009329	0.028845	-0.001223	0.025540	0.010650	-0.016970	0.028037	0.007690	0.025423	-0.006305	-0.016241	0.006685	-0.016606	-0.005910	-0.006475	-0.009118	0.002887	0.003522	-0.008390	0.006810
-0.258376	0.091025	0.115354	0.034779	-0.062725	0.055143	0.065875	0.033528	0.105787	-0.056779	-0.019158	-0.000034	-0.038815	-0.007466	-0.035355	-0.043902	-0.012707	0.029206	0.035593	-0.022019	0.011505	-0.002383	-0.005916	-0.018303	-0.049084	0.053439	0.045432	0.005694	-0.045739	-0.017438	-0.007559	0.014977	-0.018545	0.029647	-0.065045	0.011763	0.008759	-0.008965	-0.030501	-0.017919	-0.002141	-0.018577	0.009311	0.008988	-0.009719	0.003664	-0.001681	-0.005087	0.005953	0.004811
-0.129057	-0.042640	-0.190357	-0.098441	-0.026372	-0.029941	0.092302	-0.024163	-0.036282	0.019389	-0.006664	-0.008277	0.021434	-0.029749	0.028162	0.039112	0.005692	-0.012654	-0.029968	-0.045689	-0.054245	-0.007281	-0.020546	-0.046006	0.029767	-0.025283	-0.001534	-0.015537	-0.097100	0.021772	-0.008423	-0.011101	0.030264	0.001890	0.014703	0.012588	0.022604	-0.007814	0.005320	0.004545	-0.039399	0.005908	0.000332	0.000601	0.008719	0.006472	0.000494	-0.001309	-0.006866	0.000054
